date,published_datetime,market,size,quality,official_price,market_tone,demand_tone,commodity_comments,source_price,source_slug,mx_truck_seedless_lb,mx_boat_seedless_lb,cb_boat_seedless_lb,pe_boat_seedless_lb,other_seedless_lb,organic_mx_truck_seedless_lb,total_seedless_lb,total_seedless_loads
2026-03-10,2026-03-10 16:19:05,US_MCALLEN,250,#2,49.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,110,#1,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,110,#1.5,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,110,#2,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,150,#1,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,150,#1.5,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,150,#2,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,175,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,175,#1.5,60.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,175,#2,55.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,200,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,200,#1.5,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,200,#2,53.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,230,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,230,#1.5,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,230,#2,51.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,250,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,250,#1.5,57.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-11,2026-03-11 16:54:33,US_MCALLEN,250,#2,49.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,110,#1,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,110,#1.5,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,110,#2,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,150,#1,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,150,#1.5,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,150,#2,,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,175,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,175,#1.5,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,175,#2,55.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,200,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,200,#1.5,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,200,#2,53.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,230,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,230,#1.5,59.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,230,#2,51.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,250,#1,66.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,250,#1.5,57.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-12,2026-03-12 15:53:32,US_MCALLEN,250,#2,49.0,Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,110,#1,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,110,#1.5,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,110,#2,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,150,#1,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,150,#1.5,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,150,#2,,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,175,#1,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,175,#1.5,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,175,#2,55.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,200,#1,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,200,#1.5,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,200,#2,53.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,230,#1,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,230,#1.5,59.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,230,#2,51.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,250,#1,66.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,250,#1.5,57.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-13,2026-03-13 16:00:24,US_MCALLEN,250,#2,49.0,About Steady,GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,110,#1,66.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,110,#1.5,59.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,110,#2,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,150,#1,66.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,150,#1.5,59.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,150,#2,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,175,#1,66.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,175,#1.5,59.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,175,#2,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,200,#1,65.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,200,#1.5,58.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,200,#2,53.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,230,#1,64.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,230,#1.5,57.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,230,#2,51.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,250,#1,62.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,250,#1.5,55.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-16,2026-03-16 16:21:47,US_MCALLEN,250,#2,49.0,About Steady,FAIRLY GOOD,Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,1231117.0,129569.0,1283115.0,216568.0,38469.0,7172.0,2906010.0,291.0
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,110,#1,66.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,110,#1.5,63.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,110,#2,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,150,#1,66.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,150,#1.5,63.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,150,#2,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,175,#1,66.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,175,#1.5,61.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,175,#2,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,200,#1,65.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,200,#1.5,60.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,200,#2,53.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,230,#1,64.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,230,#1.5,55.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,230,#2,51.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,250,#1,62.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,250,#1.5,53.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
2026-03-17,2026-03-17 16:13:52,US_MCALLEN,250,#2,47.0,"110-200s slightly higher, others slightly lower","110-175s Good, 200s moderate, others fairly light",Wide range in quality and condition. Many present shipments from prior bookings and/or previous commitments.,USDA,IX_FV110,,,,,,,,
